dyPerOne,dy,poolb0,poolb1
73193877025108341,73764722434395789411,7775818824003669742713,743301786005592464122507
72072882958603786,72631886712293288385,7703172405101157908252,744301786005592464122507
70975061362480917,71522517984920063679,7631635576888549785337,745301786005592464122507
69899837008986695,70436033028785026899,7561185451016021504131,746301786005592464122507
68846650299683422,69371864459124474533,7491799706632035259996,747301786005592464122507
67814956852934545,68329460313792610204,7423456574957635648470,748301786005592464122507
66804227098807262,67308283644431296470,7356134824269658047219,749301786005592464122507
65813945881625950,66307812115177452341,7289813745285309891107,750301786005592464122507
64843612070365422,65327537609119266262,7224473136940374474532,751301786005592464122507
63892738177032288,64366965842669541254,7160093292553118564823,752301786005592464122507
62960849983145779,63425615987985697326,7096654986365855559435,753301786005592464122507
62047486174396202,62503020303530914846,7034139460456021417116,754301786005592464122507
61152197983529164,61598723772839320027,6972528412008557679458,755301786005592464122507
60274548841476897,60712283751519717892,6911803980941361386993,756301786005592464122507
59414114036733879,59843269622506914875,6851948737875552650007,757301786005592464122506
58570480382952488,58991262459546905995,6792945672442324362079,758301786005592464122506
57743245894715291,58155854698881909563,6734778181918172568181,759301786005592464122506
56932019471423607,57336649819083210988,6677430060180358048028,760301786005592464122506
56136420589227069,56533262028963835731,6620885486974517668913,761301786005592464122506
55356079000905693,55745315963489033320,6565129017486426096771,762301786005592464122506
54590634443604560,54972446387590255752,6510145572210002789748,763301786005592464122506
53839736354311193,54214297907777602855,6455920427103764246997,764301786005592464122506
53103043592957180,53470524691436444091,6402439204028035798816,765301786005592464122506
52380224173018212,52740790193685981022,6349687861455359484465,766301786005592464122506
51670954999480563,52024766891670767628,6297652685446663572626,767301786005592464122506
50974921614036886,51322136026150546235,6246320280885893948651,768301786005592464122506
50291817947369948,50632587350249083307,6195677562965946936356,769301786005592464122506
49621346078379615,49955818885218907849,6145711748918886248014,770301786005592464122506
48963216000205762,49291536683075879408,6096410349983572858427,771301786005592464122506
48317145392897885,48639454595955263378,6047761163603984950939,772301786005592464122506
47682859402580902,47999294052039395489,5999752265851655031362,773301786005592464122506
47060090426965890,47370783837906008205,5952372004065802263252,774301786005592464122506
46448577907054261,46753659887145807945,5905608989704889519372,775301786005592464122505
45848068124884101,46147665075097877319,5859452091403486100261,776301786005592464122505
45258314007167954,45552549019551879589,5813890428228468123858,777301786005592464122505
44679074934672332,44968067887266816225,5768913363128738869295,778301786005592464122505
44110116557190427,44393984206157189889,5724510496572800535511,779301786005592464122505
43551210613961067,43830066682998815115,5680671660368656662610,780301786005592464122505
43002134759388694,43276090026508161705,5637386911660670608116,781301786005592464122505
42462672393921102,42731834775650978927,5594646527098149751042,782301786005592464122505
41932612499943840,42197087133038002257,5552440997170567323415,783301786005592464122505
41411749482552439,41671638803267761891,5510761020704473777659,784301786005592464122505
40899883015066067,41155286836078869135,5469597499517287249687,785301786005592464122505
40396817889148735,40647833474176630916,5428941533223287854340,786301786005592464122505
39902363869406791,40149086005601414067,5388784414187273154676,787301786005592464122505
39416335552334117,39658856620508831748,5349117622621462100273,788301786005592464122505
38938552229479196,39176962272234537860,5309932821821361969269,789301786005592464122505
38468837754710991,38703224542519177274,5271221853536437325974,790301786005592464122505
38007020415463386,38237469510771836488,5232976733471541685598,791301786005592464122505
37552932807840773,37779527627253159657,5195189646915191436474,792301786005592464122505
37106411715470197,37329233590062127754,5157852944490877595610,793301786005592464122504
36667297991988321,36886426225813334880,5120959138027724162024,794301786005592464122504
36235436447054278,36450948373894426770,5084500896546912189351,795301786005592464122504
35810675735782309,36022646774196185141,5048471042360396237067,796301786005592464122504
35392868251490850,35601371958210540918,5012862547278544597602,797301786005592464122504
34981870021667520,35186978143394573962,4977668528923436659380,798301786005592464122504
34577540607052160,34779323130701301503,4942882247144649983467,799301786005592464122504
34179743003742788,34378268205180767754,4908497100534466178345,800301786005592464122504
33788343548231978,33983678039557619189,4874506623039518491606,801301786005592464122504
33403211825283769,33595420600693980693,4840904480665995240409,802301786005592464122504
33024220578563808,33213367058849034064,4807684468275601818784,803301786005592464122504
32651245623937889,32837391699649240200,4774840506469570095743,804301786005592464122504
32284165765356589,32467371838685637532,4742366638558087602342,805301786005592464122504
31922862713246044,32103187738657090359,4710257027612600048380,806301786005592464122504
31567221005327333,31744722528980750475,4678505953598519461821,807301786005592464122504
31217127929789205,31391862127793332773,4647107810585946658594,808301786005592464122504
30872473450741173,31044495166269089750,4616057104036090880351,809301786005592464122504
30533150135876176,30702512915182600524,4585348448161141336530,810301786005592464122504
30199053086274183,30365809213646666694,4554976563355415108679,811301786005592464122503
29870079868280194,30034280399957730331,4524936273695673473240,812301786005592464122503
29546130447392138,29707825244483298322,4495222504508564227880,813301786005592464122503
29227107124096161,29386344884527872677,4465830280003211119535,814301786005592464122503
28912914471588730,29069742761115848556,4436754720967033022911,815301786005592464122503
28603459275326859,28757924557631750958,4407991042522935159158,816301786005592464122503
28298650474349605,28450798140260038178,4379534551946072427896,817301786005592464122503
27998399104315743,28148273500168505500,4351380646538440903488,818301786005592464122503
27702618242204269,27850262697381077287,4323524811559607769163,819301786005592464122503
27411222952626081,27556679806287480127,4295962618211942480417,820301786005592464122503
27124130235696772,27267440862738945062,4268689721678762811277,821301786005592464122503
26841258976422083,26982463812680693966,4241701859213858691803,822301786005592464122503
26562529895549123,26701668462273524761,4214994848280904440047,823301786005592464122503
26287865501837880,26424976429458323437,4188564584741316172968,824301786005592464122503
26017190045709082,26152311096918798616,4162407041089155894001,825301786005592464122503
25750429474225793,25883597566399157821,4136518264731727044472,826301786005592464122503
25487511387367543,25618762614334824616,4110894376314548215290,827301786005592464122503
25228364995557061,25357734648755633405,4085531568089432286641,828301786005592464122502
24972921078401008,25100443667422235011,4060426102324437538178,829301786005592464122502
24721111944607283,24846821217157702195,4035574309754495290625,830301786005592464122502
24472871393042730,24596800354337541043,4010972588071555441151,831301786005592464122502
24228134674896188,24350315606502492722,3986617400453126877503,832301786005592464122502
23986838456912990,24107302935059651496,3962505274128124236882,833301786005592464122502
23748920785668060,23867699699038530105,3938632798978965851129,834301786005592464122502
